name;enabled;called;setup;signals;executed;sltp_invalid;wins;losses;breakeven;winrate_pct;expectancy_R;profit_factor;avg_R_win;avg_R_loss;avg_score_win;avg_score_loss;avg_score_base;avg_score_final;avg_threshold;avg_spread_pts;avg_holding_sec;blk_NONE;blk_NO_SIGNAL;blk_COOLDOWN;blk_MTF;blk_HTF;blk_VELOCITY;blk_NEWS;blk_SPREAD;blk_PROTECTIONS;blk_SCORE_BELOW;blk_PREFLIGHT;blk_LICENSE;blk_PAUSED;blk_SEND_FAILED;dominant_blocker;reachability_pct;exec_rate_pct;health
ADX_RSI;1;5083;4361;4361;0;0;16;18;23;47.06;0.015;1.18;0.210;-0.158;75.8;75.9;0.0;0.0;0.0;0.0;8671;0;0;0;0;0;0;0;0;0;0;14;0;0;12;10;85.80;0.00;BLOCKED_BY_GATE
BOLLINGER;1;5083;158;158;0;0;0;0;2;0.00;0.000;0.00;0.000;0.000;0.0;0.0;0.0;0.0;0.0;0.0;7284;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13;3.11;0.00;BLOCKED_BY_GATE
MACD;1;5083;2134;2134;0;0;62;70;19;46.97;0.029;1.19;0.387;-0.287;91.5;90.3;0.0;0.0;0.0;0.0;5853;0;0;0;0;0;0;0;0;0;0;0;0;0;5;13;41.98;0.00;BLOCKED_BY_GATE
SAR;1;5083;3163;3163;0;0;90;112;26;44.55;0.009;1.06;0.358;-0.271;79.6;78.8;0.0;0.0;0.0;0.0;5991;0;0;0;0;0;0;0;0;0;0;48;0;0;11;10;62.23;0.00;BLOCKED_BY_GATE
TSI;1;5083;1451;1451;0;0;2;4;15;33.33;-0.057;0.40;0.113;-0.142;91.0;83.5;0.0;0.0;0.0;0.0;4825;0;0;0;0;0;0;0;0;0;0;0;0;0;4;13;28.55;0.00;BLOCKED_BY_GATE
BJORGUM;1;5083;133;133;0;0;6;4;0;60.00;0.093;1.90;0.327;-0.258;86.3;85.5;0.0;0.0;0.0;0.0;5194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.62;0.00;NEEDS_REVIEW
LIQ_SWEEP;1;5083;234;234;0;0;0;0;3;0.00;0.000;0.00;0.000;0.000;0.0;0.0;0.0;0.0;0.0;0.0;4360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.60;0.00;NEEDS_REVIEW
FVG_CONT;1;5083;281;281;0;0;0;0;0;0.00;0.000;0.00;0.000;0.000;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;281;0;0;0;10;5.53;0.00;BLOCKED_BY_GATE
BREAKOUT_ACC;1;5083;250;250;0;0;0;0;0;0.00;0.000;0.00;0.000;0.000;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;10;4.92;0.00;BLOCKED_BY_GATE
LONDON_BO;1;5083;118;118;0;0;2;0;4;100.00;0.137;99.00;0.137;0.000;70.0;0.0;0.0;0.0;0.0;0.0;7352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.32;0.00;NEEDS_REVIEW
EMA_PULLBACK;1;5083;379;379;0;0;11;11;6;50.00;0.076;1.52;0.445;-0.292;80.4;83.1;0.0;0.0;0.0;0.0;6369;0;0;0;0;0;0;0;0;0;0;4;0;0;1;10;7.46;0.00;BLOCKED_BY_GATE
BB_SQUEEZE;1;5083;0;0;0;0;0;0;0;0.00;0.000;0.00;0.000;0.000;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;NO_SETUP_FOUND
ICHIMOKU;1;5083;81;81;0;0;3;3;0;50.00;0.143;2.48;0.479;-0.193;95.0;85.0;0.0;0.0;0.0;0.0;5145;0;0;0;0;0;0;0;0;0;0;3;0;0;0;10;1.59;0.00;BLOCKED_BY_GATE
RSI_DIV;1;5083;502;502;0;0;43;55;5;43.88;0.062;1.21;0.807;-0.521;73.1;75.8;0.0;0.0;0.0;0.0;11183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.88;0.00;NEEDS_REVIEW
ORDER_BLOCK;1;5083;484;484;0;0;0;0;0;0.00;0.000;0.00;0.000;0.000;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;484;0;0;0;10;9.52;0.00;BLOCKED_BY_GATE
STRUCT_REACT;1;5083;1248;1248;0;0;0;0;0;0.00;0.000;0.00;0.000;0.000;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;1248;0;0;0;10;24.55;0.00;BLOCKED_BY_GATE
TURTLE_SOUP;1;5083;120;120;0;0;15;12;6;55.56;0.163;1.91;0.615;-0.402;89.6;89.0;0.0;0.0;0.0;0.0;12947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.36;0.00;NEEDS_REVIEW
IFVG;1;5083;0;0;0;0;0;0;0;0.00;0.000;0.00;0.000;0.000;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;NO_SETUP_FOUND
FVG_MIT;1;5083;0;0;0;0;0;0;0;0.00;0.000;0.00;0.000;0.000;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;NO_SETUP_FOUND
OB_MIT;1;5083;1007;1007;0;0;3;4;7;42.86;0.007;1.08;0.208;-0.144;93.3;95.0;0.0;0.0;0.0;0.0;7373;0;0;0;0;0;0;0;0;0;0;0;0;0;2;13;19.81;0.00;BLOCKED_BY_GATE
SH_BMS_RTO;1;5083;0;0;0;0;0;0;0;0.00;0.000;0.00;0.000;0.000;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;NO_SETUP_FOUND
SMS_BMS_RTO;1;5083;0;0;0;0;0;0;0;0.00;0.000;0.00;0.000;0.000;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;NO_SETUP_FOUND
SILVER_BULLET;1;0;0;0;0;0;0;0;0;0.00;0.000;0.00;0.000;0.000;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;NOT_CONNECTED
AMD_REVERSAL;1;0;0;0;0;0;0;0;0;0.00;0.000;0.00;0.000;0.000;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;NOT_CONNECTED
OTE_CONT;1;5083;112;112;0;0;0;0;0;0.00;0.000;0.00;0.000;0.000;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;112;0;0;0;10;2.20;0.00;BLOCKED_BY_GATE
MALAYSIAN_SNR;1;5083;6;6;0;0;0;2;0;0.00;-0.066;0.00;0.000;-0.066;0.0;88.0;0.0;0.0;0.0;0.0;834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12;0.00;NEEDS_REVIEW
CISD;1;5083;57;57;0;0;1;1;2;50.00;-0.034;0.66;0.133;-0.201;100.0;100.0;0.0;0.0;0.0;0.0;2968;0;0;0;0;0;0;0;0;0;0;3;0;0;0;10;1.12;0.00;BLOCKED_BY_GATE
